# FEC Loss Vectors | model=GE | generated by generate_fec_traffic_data.m v2
model,loss_rate_target,trial,block,D0,D1,D2,D3,P0,P1,P2,P3
random,0.10,1,33,1,1,0,1,1,1,1,1
random,0.10,1,34,1,1,1,1,1,0,1,1
random,0.10,1,35,0,1,1,1,1,1,1,1
random,0.10,1,36,1,1,1,1,1,1,1,1
random,0.10,1,37,1,1,1,1,1,1,1,1
random,0.10,1,38,1,1,1,1,1,0,1,0
random,0.10,1,39,1,1,1,1,1,1,1,1
random,0.10,1,40,1,1,1,0,1,1,1,0
random,0.10,1,41,1,1,0,1,1,1,1,1
random,0.10,1,42,1,1,1,1,1,1,1,1
random,0.10,1,43,1,1,1,1,0,1,0,1
random,0.10,1,44,1,1,1,1,1,1,1,1
random,0.10,1,45,1,1,1,1,1,1,1,0
random,0.10,1,46,1,1,1,1,1,1,0,1
random,0.10,1,47,1,1,0,1,1,1,0,1
random,0.10,1,48,1,1,1,1,1,1,1,1
random,0.10,1,49,1,0,1,1,1,1,1,1
random,0.10,1,50,1,1,1,1,1,1,1,1
random,0.10,2,1,1,1,1,1,0,1,1,1
random,0.10,2,2,1,0,1,1,1,1,0,1
random,0.10,2,3,1,0,1,1,1,1,1,1
random,0.10,2,4,1,1,1,1,1,1,0,1
random,0.10,2,5,1,1,1,1,1,1,1,1
random,0.10,2,6,1,1,1,1,1,1,1,1
random,0.10,2,7,1,1,1,1,1,1,1,1
random,0.10,2,8,1,1,1,1,1,1,1,1
random,0.10,2,9,1,0,1,1,1,1,0,1
random,0.10,2,10,1,1,1,1,1,1,1,1
random,0.10,2,11,1,1,1,1,1,1,0,1
random,0.10,2,12,1,1,1,1,1,1,1,1
random,0.10,2,13,0,1,1,1,1,0,1,1
random,0.10,2,14,1,0,1,1,1,1,1,1
random,0.10,2,15,1,0,1,1,1,1,1,1
random,0.10,2,16,1,1,1,1,1,1,0,1
random,0.10,2,17,1,1,1,1,1,1,1,1
random,0.10,2,18,1,1,1,1,1,1,1,0
random,0.10,2,19,1,1,1,1,1,1,1,1
random,0.10,2,20,1,1,1,1,1,1,0,1
random,0.10,2,21,1,1,1,1,1,1,1,1
random,0.10,2,22,1,0,1,1,1,1,1,1
random,0.10,2,23,1,1,1,1,1,1,1,1
random,0.10,2,24,1,1,1,1,1,1,1,1
random,0.10,2,25,0,1,1,1,1,1,0,1
random,0.10,2,26,0,1,1,1,1,0,1,1
random,0.10,2,27,1,1,1,0,1,1,1,0
random,0.10,2,28,1,0,1,1,1,1,1,1
random,0.10,2,29,1,0,1,1,1,1,1,1
random,0.10,2,30,1,1,1,1,1,1,1,1
random,0.10,2,31,1,1,1,1,1,0,1,1
random,0.10,2,32,1,1,1,1,1,1,1,1
random,0.10,2,33,1,1,1,1,1,1,1,1
random,0.10,2,34,1,1,1,1,0,1,1,1
random,0.10,2,35,1,1,1,1,1,0,1,1
random,0.10,2,36,1,1,1,1,1,1,0,1
random,0.10,2,37,1,1,1,1,1,1,0,1
random,0.10,2,38,1,1,1,1,1,0,1,1
random,0.10,2,39,1,1,1,1,1,0,1,1
random,0.10,2,40,1,1,1,1,1,1,1,1
random,0.10,2,41,1,1,1,1,1,1,1,1
random,0.10,2,42,1,1,1,1,1,1,1,1
random,0.10,2,43,1,1,1,1,1,1,1,1
random,0.10,2,44,1,1,1,1,1,1,1,1
random,0.10,2,45,1,1,1,1,1,1,1,1
random,0.10,2,46,1,0,1,1,1,1,1,1
random,0.10,2,47,1,1,0,1,1,1,1,1
random,0.10,2,48,1,1,1,1,1,1,1,1
random,0.10,2,49,1,1,0,1,1,1,1,1
random,0.10,2,50,1,1,0,1,1,1,0,1
random,0.10,3,1,1,1,0,1,1,1,1,1
random,0.10,3,2,1,1,0,1,0,1,1,1
random,0.10,3,3,1,1,1,1,1,1,0,1
random,0.10,3,4,1,1,1,1,1,1,1,1
random,0.10,3,5,1,0,1,1,1,1,1,0
random,0.10,3,6,1,1,1,1,0,1,1,1
random,0.10,3,7,1,1,1,1,1,1,1,1
random,0.10,3,8,1,1,1,1,1,1,1,1
random,0.10,3,9,1,1,1,1,1,1,1,1
random,0.10,3,10,1,1,1,1,1,1,1,1
random,0.10,3,11,1,1,1,1,1,0,1,1
random,0.10,3,12,1,1,1,1,1,0,1,1
random,0.10,3,13,0,1,1,1,1,1,1,1
random,0.10,3,14,1,1,1,1,1,1,1,1
random,0.10,3,15,1,1,1,1,1,1,1,1
random,0.10,3,16,1,1,1,0,1,0,1,1
random,0.10,3,17,1,1,1,1,1,1,1,1
random,0.10,3,18,1,1,1,1,1,1,1,0
random,0.10,3,19,1,1,1,1,1,1,1,1
random,0.10,3,20,1,0,1,1,1,0,1,1
random,0.10,3,21,1,1,1,0,1,1,1,1
random,0.10,3,22,1,1,1,1,1,1,1,1
random,0.10,3,23,1,1,0,1,0,1,1,1
random,0.10,3,24,1,1,1,1,1,1,1,0
random,0.10,3,25,1,1,1,1,1,1,1,1
random,0.10,3,26,1,1,1,1,1,1,1,1
random,0.10,3,27,1,1,1,1,1,1,1,1
random,0.10,3,28,1,0,1,1,1,1,1,1
random,0.10,3,29,1,1,1,1,1,1,1,1
random,0.10,3,30,1,1,1,1,1,1,1,1
random,0.10,3,31,1,0,1,1,1,0,1,1
random,0.10,3,32,1,1,1,1,1,1,1,1
random,0.10,3,33,1,1,1,1,1,1,1,1
random,0.10,3,34,1,1,0,1,1,1,1,1
random,0.10,3,35,1,1,0,1,0,1,1,1
random,0.10,3,36,1,1,1,0,1,1,0,1
random,0.10,3,37,1,1,0,1,0,1,1,1
random,0.10,3,38,1,1,1,1,1,1,0,1
random,0.10,3,39,1,1,1,1,0,1,1,1
random,0.10,3,40,0,1,1,1,1,1,1,1
random,0.10,3,41,1,1,1,1,1,1,1,1
random,0.10,3,42,1,1,1,0,1,1,1,0
random,0.10,3,43,1,1,1,1,1,1,1,1
random,0.10,3,44,1,1,1,1,1,1,1,0
random,0.10,3,45,1,1,0,1,1,1,1,1
random,0.10,3,46,1,1,1,1,1,1,1,1
random,0.10,3,47,1,1,1,1,1,1,1,1
random,0.10,3,48,1,1,1,1,1,1,1,1
random,0.10,3,49,1,1,1,1,1,1,1,1
random,0.10,3,50,1,1,1,1,1,1,1,1
random,0.10,4,1,1,1,1,0,1,1,1,1
random,0.10,4,2,0,1,1,1,1,1,1,1
random,0.10,4,3,1,1,1,1,1,1,1,1
random,0.10,4,4,0,1,1,1,1,1,1,0
random,0.10,4,5,1,1,1,1,0,1,1,0
random,0.10,4,6,1,1,1,1,1,1,1,1
random,0.10,4,7,1,1,1,1,1,1,1,1
random,0.10,4,8,0,1,1,0,1,1,1,1
random,0.10,4,9,1,1,1,1,1,1,1,1
random,0.10,4,10,1,1,1,0,1,1,1,1
random,0.10,4,11,1,0,1,1,1,1,1,0
random,0.10,4,12,1,1,1,1,1,0,1,1
random,0.10,4,13,1,1,1,1,1,1,1,1
random,0.10,4,14,1,1,1,0,1,1,1,1
random,0.10,4,15,1,1,1,1,1,1,1,1
random,0.10,4,16,1,1,1,1,0,1,1,0
random,0.10,4,17,1,1,1,0,1,1,1,1
random,0.10,4,18,1,1,1,1,0,1,1,1
random,0.10,4,19,0,1,1,1,0,1,1,1
random,0.10,4,20,1,1,1,1,1,1,1,1
random,0.10,4,21,0,1,1,1,1,1,1,1
random,0.10,4,22,1,1,1,1,1,1,0,1
random,0.10,4,23,1,1,1,1,1,1,1,1
random,0.10,4,24,1,1,1,1,1,1,1,1
random,0.10,4,25,1,1,1,1,0,1,1,1
random,0.10,4,26,1,1,1,1,1,1,1,1
random,0.10,4,27,0,1,1,1,1,1,1,1
random,0.10,4,28,1,1,1,1,1,1,1,1
random,0.10,4,29,1,0,1,1,1,1,1,0
random,0.10,4,30,1,1,1,1,1,1,1,1
random,0.10,4,31,1,1,1,0,1,1,1,0
random,0.10,4,32,1,0,1,1,0,1,1,1
random,0.10,4,33,1,1,1,1,0,1,1,1
random,0.10,4,34,0,1,1,1,1,0,1,1
random,0.10,4,35,1,0,1,1,0,1,1,1
random,0.10,4,36,1,1,1,1,1,1,0,1
random,0.10,4,37,1,1,0,1,1,1,1,0
random,0.10,4,38,1,1,1,1,0,1,1,0
random,0.10,4,39,1,1,0,1,0,1,1,1
random,0.10,4,40,1,1,0,1,1,1,0,1
random,0.10,4,41,1,1,1,1,1,0,1,1
random,0.10,4,42,1,1,0,1,1,0,1,1
random,0.10,4,43,0,1,1,1,1,1,1,1
random,0.10,4,44,1,1,0,1,1,1,1,1
random,0.10,4,45,1,1,1,1,1,1,1,1
random,0.10,4,46,1,1,1,0,1,0,1,1
random,0.10,4,47,1,1,1,0,1,0,1,1
random,0.10,4,48,1,1,1,1,1,1,1,1
random,0.10,4,49,1,1,1,0,1,1,1,1
random,0.10,4,50,1,1,1,1,1,1,1,1
random,0.10,5,1,1,1,1,1,1,1,1,1
random,0.10,5,2,1,1,1,1,1,1,1,1
random,0.10,5,3,1,1,1,1,1,1,1,1
random,0.10,5,4,1,1,1,1,1,1,1,1
random,0.10,5,5,0,1,1,0,1,1,1,1
random,0.10,5,6,1,1,1,1,1,1,1,1
random,0.10,5,7,1,1,0,1,1,1,0,1
random,0.10,5,8,0,1,1,1,1,1,1,1
random,0.10,5,9,1,1,1,1,1,1,1,1
random,0.10,5,10,1,1,1,1,1,1,1,0
random,0.10,5,11,1,1,1,1,1,1,1,1
random,0.10,5,12,1,1,1,1,1,1,1,1
random,0.10,5,13,1,1,1,1,1,0,1,1
random,0.10,5,14,1,1,1,1,1,1,1,1
random,0.10,5,15,1,1,1,0,1,1,1,1
random,0.10,5,16,1,1,1,1,1,1,1,0
random,0.10,5,17,1,1,1,1,1,1,1,1
random,0.10,5,18,1,1,1,1,1,1,0,1
random,0.10,5,19,1,1,1,1,1,1,1,1
random,0.10,5,20,1,1,1,1,0,1,1,0
random,0.10,5,21,1,1,1,1,1,1,1,1
random,0.10,5,22,1,1,0,1,1,1,1,1
random,0.10,5,23,1,1,1,1,1,1,1,1
random,0.10,5,24,0,1,1,1,1,1,1,1
random,0.10,5,25,1,1,1,1,1,1,1,1
random,0.10,5,26,1,1,1,1,1,1,1,1
random,0.10,5,27,1,1,1,1,1,0,1,1
random,0.10,5,28,1,1,1,1,1,1,1,0
random,0.10,5,29,1,0,1,1,1,1,1,1
random,0.10,5,30,0,1,1,1,1,1,1,1
random,0.10,5,31,1,1,1,0,1,1,1,1
random,0.10,5,32,1,1,1,1,0,1,1,1
random,0.10,5,33,0,1,1,1,1,1,0,1
random,0.10,5,34,1,1,1,1,1,1,1,1
random,0.10,5,35,1,1,1,1,1,1,0,1
random,0.10,5,36,1,1,1,1,1,1,1,1
random,0.10,5,37,1,1,1,1,1,1,1,1
random,0.10,5,38,1,1,1,1,0,1,1,1
random,0.10,5,39,1,0,1,1,1,1,1,1
random,0.10,5,40,1,1,1,1,1,1,1,1
random,0.10,5,41,1,1,1,1,1,1,1,1
random,0.10,5,42,1,0,1,1,1,1,1,1
random,0.10,5,43,0,1,1,1,0,1,1,1
random,0.10,5,44,0,1,1,1,1,1,0,1
random,0.10,5,45,1,1,1,1,0,1,1,1
random,0.10,5,46,1,1,1,1,1,1,0,1
random,0.10,5,47,1,1,1,0,1,1,1,0
random,0.10,5,48,1,1,0,1,1,1,1,1
random,0.10,5,49,1,1,1,1,1,0,1,1
random,0.10,5,50,1,0,1,1,0,1,1,1
random,0.15,1,1,1,1,1,0,1,1,1,1
random,0.15,1,2,1,1,1,1,1,1,1,1
random,0.15,1,3,1,1,1,1,1,1,1,1
random,0.15,1,4,1,1,0,1,1,1,1,1
random,0.15,1,5,1,1,1,1,1,1,1,1
random,0.15,1,6,1,1,1,1,0,1,1,1
random,0.15,1,7,1,1,0,1,1,1,1,1
random,0.15,1,8,1,1,1,1,1,1,0,0
random,0.15,1,9,1,1,1,1,1,0,1,1
random,0.15,1,10,1,1,1,1,1,1,1,0
random,0.15,1,11,1,1,1,1,1,1,1,1
random,0.15,1,12,1,0,1,1,1,1,0,1
random,0.15,1,13,1,0,1,1,1,0,1,0
random,0.15,1,14,1,1,0,1,1,0,1,0
random,0.15,1,15,1,1,1,1,0,1,1,1
random,0.15,1,16,1,1,1,1,1,1,1,1
random,0.15,1,17,1,0,1,1,1,1,1,1
random,0.15,1,18,1,1,1,1,1,1,1,1
random,0.15,1,19,1,0,1,0,1,0,1,1
random,0.15,1,20,1,1,0,1,1,1,1,1
random,0.15,1,21,1,1,1,1,1,1,1,1
random,0.15,1,22,1,1,1,0,1,1,0,1
random,0.15,1,23,1,1,1,0,1,1,1,1
random,0.15,1,24,1,1,0,1,1,1,1,1
random,0.15,1,25,1,1,1,1,1,1,1,1
random,0.15,1,26,1,1,1,1,1,0,1,1
random,0.15,1,27,1,1,1,1,0,1,0,1
random,0.15,1,28,1,1,1,1,1,1,1,1
random,0.15,1,29,0,1,1,0,1,1,1,1
random,0.15,1,30,1,1,1,1,1,0,1,1
random,0.15,1,31,0,1,1,1,1,1,1,1
random,0.15,1,32,0,1,1,1,1,1,1,1
random,0.15,1,33,0,1,0,1,1,0,1,1
random,0.15,1,34,0,1,1,1,1,0,1,1
random,0.15,1,35,1,1,0,1,1,1,1,1
random,0.15,1,36,1,1,1,1,1,0,1,1
random,0.15,1,37,1,1,1,1,1,1,1,1
random,0.15,1,38,1,1,1,1,1,1,1,1
random,0.15,1,39,1,1,0,1,1,1,1,1
random,0.15,1,40,1,1,1,1,1,1,1,0
random,0.15,1,41,1,1,1,1,1,1,0,1
random,0.15,1,42,1,0,1,1,1,1,1,1
random,0.15,1,43,1,1,1,0,1,1,1,0
random,0.15,1,44,1,1,1,0,1,1,1,0
random,0.15,1,45,1,1,1,1,1,1,1,1
random,0.15,1,46,0,1,0,1,1,0,1,1
random,0.15,1,47,1,1,1,1,0,1,1,1
random,0.15,1,48,1,1,1,1,0,1,1,1
random,0.15,1,49,1,1,1,1,1,0,1,1
random,0.15,1,50,0,1,1,1,1,1,1,1
random,0.15,2,1,1,1,1,0,1,0,1,1
random,0.15,2,2,0,1,1,0,1,1,1,1
random,0.15,2,3,1,1,1,1,1,0,1,1
random,0.15,2,4,1,1,1,0,1,0,1,0
random,0.15,2,5,1,1,1,1,1,1,1,1
random,0.15,2,6,0,1,1,1,1,0,1,1
random,0.15,2,7,1,1,1,0,1,1,1,1
random,0.15,2,8,1,0,1,1,1,1,1,1
random,0.15,2,9,1,1,1,1,1,1,1,1
random,0.15,2,10,1,1,1,1,1,1,1,1
random,0.15,2,11,1,1,1,0,1,1,1,1
random,0.15,2,12,1,0,1,0,1,1,1,1
random,0.15,2,13,0,1,1,1,1,1,1,1
random,0.15,2,14,0,1,0,1,1,0,1,1
random,0.15,2,15,1,1,1,1,1,0,1,1
random,0.15,2,16,1,1,1,1,1,1,1,1
random,0.15,2,17,1,1,1,1,1,1,0,1
random,0.15,2,18,0,1,1,1,1,1,1,1
random,0.15,2,19,1,0,1,1,1,1,1,1
random,0.15,2,20,1,1,1,1,1,1,0,1
random,0.15,2,21,1,1,1,1,1,1,1,1
random,0.15,2,22,1,0,1,1,1,0,1,1
random,0.15,2,23,1,1,1,1,1,1,1,1
random,0.15,2,24,1,1,0,1,1,1,1,0
random,0.15,2,25,1,1,1,1,1,1,1,1
random,0.15,2,26,1,1,0,1,1,1,1,1
random,0.15,2,27,1,1,1,1,1,1,1,0
random,0.15,2,28,1,0,1,1,1,1,1,0
random,0.15,2,29,1,0,0,1,0,1,1,1
random,0.15,2,30,1,1,1,1,0,1,1,1
random,0.15,2,31,1,1,1,1,0,1,1,1
random,0.15,2,32,1,1,1,1,1,1,1,1
random,0.15,2,33,1,1,1,1,1,1,0,1
random,0.15,2,34,0,0,1,1,1,1,0,1
random,0.15,2,35,1,0,1,1,1,0,1,1
random,0.15,2,36,1,1,1,1,1,1,1,1
random,0.15,2,37,1,1,1,1,0,1,1,1
random,0.15,2,38,0,1,1,1,1,0,1,1
random,0.15,2,39,1,1,1,0,1,1,0,1
random,0.15,2,40,1,1,1,1,1,1,1,1
random,0.15,2,41,1,1,0,1,1,1,1,1
random,0.15,2,42,1,1,1,1,1,0,1,1
random,0.15,2,43,1,1,0,1,1,1,1,0
random,0.15,2,44,1,1,1,0,1,1,1,0
random,0.15,2,45,1,1,1,1,1,1,1,1
random,0.15,2,46,1,1,1,1,1,1,1,1
random,0.15,2,47,1,1,1,1,1,0,1,1
random,0.15,2,48,1,1,1,1,1,0,1,1
random,0.15,2,49,1,1,1,1,1,1,1,1
random,0.15,2,50,1,1,1,1,1,1,1,1
random,0.15,3,1,1,1,0,1,1,1,1,1
random,0.15,3,2,1,1,1,1,1,0,0,1
random,0.15,3,3,0,1,1,1,1,1,0,1
random,0.15,3,4,0,1,1,1,1,1,1,1
random,0.15,3,5,1,1,0,1,0,1,1,1
random,0.15,3,6,1,1,1,1,1,1,1,1
random,0.15,3,7,1,1,1,1,1,1,1,1
random,0.15,3,8,1,1,1,0,1,1,1,0
random,0.15,3,9,1,0,1,1,1,0,1,1
random,0.15,3,10,1,1,1,1,1,1,1,0
random,0.15,3,11,1,1,1,1,1,1,1,1
random,0.15,3,12,1,1,1,1,1,1,1,1
random,0.15,3,13,1,1,1,1,1,1,1,1
random,0.15,3,14,1,1,1,1,1,1,1,1
random,0.15,3,15,1,0,1,1,1,1,1,1
random,0.15,3,16,1,0,1,1,1,1,1,1
random,0.15,3,17,1,1,1,1,1,0,1,1
random,0.15,3,18,1,0,1,0,1,1,1,0
random,0.15,3,19,1,1,1,0,1,1,1,1
random,0.15,3,20,1,1,0,1,1,1,1,1
random,0.15,3,21,0,1,1,0,1,1,0,1
random,0.15,3,22,1,1,1,0,1,1,0,1
random,0.15,3,23,1,1,1,1,1,1,1,1
random,0.15,3,24,0,0,1,1,1,0,1,1
random,0.15,3,25,1,1,1,0,1,1,1,1
random,0.15,3,26,1,0,1,0,1,1,1,1
random,0.15,3,27,1,1,1,1,0,1,1,0
random,0.15,3,28,1,1,1,1,1,1,1,0
random,0.15,3,29,1,1,0,1,1,0,1,1
random,0.15,3,30,1,0,1,1,1,1,1,1
random,0.15,3,31,1,1,1,1,1,1,1,1
random,0.15,3,32,1,1,1,1,1,0,1,1
random,0.15,3,33,1,1,0,1,0,1,1,1
random,0.15,3,34,1,1,1,0,1,1,1,0
random,0.15,3,35,1,0,1,1,1,1,1,1
random,0.15,3,36,1,1,1,1,1,1,1,0
random,0.15,3,37,1,1,1,1,1,1,1,1
random,0.15,3,38,1,1,0,1,1,1,1,0
random,0.15,3,39,1,1,1,1,1,0,1,0
random,0.15,3,40,1,0,1,0,1,1,1,1
random,0.15,3,41,0,1,1,1,0,1,0,1
random,0.15,3,42,0,1,1,1,1,1,1,1
random,0.15,3,43,1,1,1,1,1,1,0,1
random,0.15,3,44,0,1,0,1,1,1,1,1
random,0.15,3,45,1,1,0,1,1,1,1,1
random,0.15,3,46,1,1,1,1,1,1,0,1
random,0.15,3,47,1,1,1,1,0,1,1,1
random,0.15,3,48,1,1,1,1,1,1,1,1
random,0.15,3,49,1,1,0,1,1,0,1,0
random,0.15,3,50,1,1,1,0,1,0,1,1
random,0.15,4,1,1,1,1,0,1,0,1,0
random,0.15,4,2,1,1,0,1,0,1,1,1
random,0.15,4,3,0,1,1,0,1,1,1,1
random,0.15,4,4,1,0,1,0,1,1,0,1
random,0.15,4,5,0,1,1,1,1,1,1,0
random,0.15,4,6,1,1,0,1,1,1,0,1
random,0.15,4,7,1,0,1,1,1,0,1,1
random,0.15,4,8,1,0,1,1,1,1,1,1
random,0.15,4,9,0,1,1,1,0,1,1,1
random,0.15,4,10,1,1,1,1,1,1,0,1
random,0.15,4,11,0,1,1,1,1,1,1,1
random,0.15,4,12,1,1,0,1,0,1,1,1
random,0.15,4,13,1,1,1,1,1,1,1,0
random,0.15,4,14,1,1,1,1,1,1,1,1
random,0.15,4,15,1,1,1,1,1,1,0,1
random,0.15,4,16,0,1,1,1,0,1,1,0
random,0.15,4,17,1,1,1,1,0,1,1,1
random,0.15,4,18,1,1,1,1,1,1,1,1
random,0.15,4,19,1,1,1,1,1,1,1,1
random,0.15,4,20,0,1,1,1,1,1,1,1
random,0.15,4,21,1,1,1,1,0,1,1,1
random,0.15,4,22,1,1,1,1,1,0,1,1
random,0.15,4,23,0,1,0,1,1,1,1,1
random,0.15,4,24,1,1,1,0,1,0,1,1
random,0.15,4,25,1,1,1,1,1,1,1,1
random,0.15,4,26,1,0,1,1,1,0,1,0
random,0.15,4,27,1,1,1,1,0,1,1,1
random,0.15,4,28,1,1,1,1,0,1,1,1
random,0.15,4,29,1,1,1,1,1,1,1,1
random,0.15,4,30,1,1,1,1,1,1,1,1
random,0.15,4,31,1,1,0,1,1,1,1,1
random,0.15,4,32,1,1,1,1,1,1,0,1
random,0.15,4,33,1,1,1,1,1,1,1,1
random,0.15,4,34,1,1,1,1,0,1,1,1
random,0.15,4,35,1,0,1,1,1,1,0,0
random,0.15,4,36,1,1,0,1,1,1,1,1
random,0.15,4,37,1,1,1,1,1,1,1,1
random,0.15,4,38,1,1,1,1,0,1,1,1
random,0.15,4,39,1,1,1,1,1,1,1,1
random,0.15,4,40,1,1,1,1,1,1,1,1
random,0.15,4,41,1,0,1,1,1,0,1,1
random,0.15,4,42,1,1,0,1,1,1,1,0
random,0.15,4,43,1,1,1,1,1,0,1,1
random,0.15,4,44,1,1,1,1,0,1,0,1
random,0.15,4,45,1,1,1,0,1,1,1,0
random,0.15,4,46,1,0,1,1,1,1,0,1
random,0.15,4,47,1,1,0,1,1,1,0,1
random,0.15,4,48,1,0,1,1,1,1,1,1
random,0.15,4,49,1,0,1,1,1,1,1,1
random,0.15,4,50,1,1,1,1,1,1,1,1
random,0.15,5,1,1,1,0,1,1,1,1,0
random,0.15,5,2,1,1,1,1,1,1,1,1
random,0.15,5,3,1,1,0,1,0,1,1,1
random,0.15,5,4,1,1,1,0,1,1,1,0
random,0.15,5,5,1,1,1,0,1,1,1,1
random,0.15,5,6,1,1,1,1,1,1,1,0
random,0.15,5,7,1,1,1,1,1,0,1,1
random,0.15,5,8,1,1,1,1,1,0,1,1
random,0.15,5,9,1,1,1,1,1,0,1,1
random,0.15,5,10,0,1,1,1,1,1,0,1
random,0.15,5,11,1,1,1,1,0,1,1,1
random,0.15,5,12,1,1,1,1,1,1,1,1
random,0.15,5,13,1,1,1,1,1,1,1,1
random,0.15,5,14,1,1,1,1,1,1,1,1
random,0.15,5,15,1,1,1,0,1,1,1,1
random,0.15,5,16,1,1,1,1,0,1,1,1
random,0.15,5,17,1,1,1,0,1,1,1,1
random,0.15,5,18,1,1,1,1,1,1,1,1
random,0.15,5,19,0,1,1,1,1,1,1,1
random,0.15,5,20,1,1,1,1,1,1,1,1
random,0.15,5,21,1,1,1,1,0,1,1,1
random,0.15,5,22,1,1,1,1,1,1,1,1
random,0.15,5,23,1,1,1,1,1,1,0,1
random,0.15,5,24,1,0,1,0,1,0,1,1
random,0.15,5,25,1,1,1,1,1,1,1,0
random,0.15,5,26,1,1,1,1,1,0,1,0
random,0.15,5,27,1,1,1,1,1,0,1,1
random,0.15,5,28,0,1,1,0,1,1,1,1
random,0.15,5,29,1,1,1,0,1,1,1,1
random,0.15,5,30,1,1,1,1,1,1,1,1
random,0.15,5,31,1,1,0,1,1,1,1,1
random,0.15,5,32,1,1,1,1,1,0,1,1
random,0.15,5,33,1,1,1,1,1,1,0,1
random,0.15,5,34,1,1,0,1,1,1,1,1
random,0.15,5,35,0,1,1,1,1,1,0,1
random,0.15,5,36,0,1,1,1,1,1,1,0
random,0.15,5,37,1,1,1,1,0,1,1,0
random,0.15,5,38,1,1,1,1,1,0,1,1
random,0.15,5,39,1,1,1,1,1,1,1,1
random,0.15,5,40,1,1,0,1,1,1,1,1
random,0.15,5,41,1,1,1,1,1,1,1,0
random,0.15,5,42,1,1,1,1,1,1,1,1
random,0.15,5,43,1,1,1,1,1,0,1,1
random,0.15,5,44,1,1,1,1,1,1,1,1
random,0.15,5,45,0,1,1,1,1,1,1,1
random,0.15,5,46,1,1,1,1,1,1,1,0
random,0.15,5,47,1,1,1,0,1,1,1,0
random,0.15,5,48,1,1,1,1,1,1,0,1
random,0.15,5,49,1,1,0,1,1,1,1,1
random,0.15,5,50,1,1,1,1,1,1,1,1
random,0.20,1,1,1,0,1,1,1,1,1,1
random,0.20,1,2,1,1,1,1,1,1,0,1
random,0.20,1,3,1,1,1,0,1,1,1,1
random,0.20,1,4,1,1,0,1,1,1,1,0
random,0.20,1,5,1,1,1,1,1,1,1,0
random,0.20,1,6,1,1,1,1,0,1,1,1
random,0.20,1,7,1,0,1,1,1,0,1,0
random,0.20,1,8,1,0,1,1,1,0,1,1
random,0.20,1,9,0,1,1,0,1,1,1,0
random,0.20,1,10,1,0,1,1,1,1,1,0
random,0.20,1,11,1,1,1,1,0,1,1,1
random,0.20,1,12,1,1,1,1,1,1,1,1
random,0.20,1,13,1,1,1,1,1,1,1,1
random,0.20,1,14,1,1,1,1,0,1,1,1
random,0.20,1,15,0,1,1,1,1,0,1,0
random,0.20,1,16,1,1,1,1,0,1,1,0
random,0.20,1,17,1,1,1,1,1,0,1,0
random,0.20,1,18,1,1,1,1,1,1,1,1
random,0.20,1,19,1,1,0,1,0,1,1,0
random,0.20,1,20,1,1,1,1,1,0,1,1
random,0.20,1,21,1,0,1,1,1,1,1,0
random,0.20,1,22,1,1,0,1,1,1,1,1
random,0.20,1,23,1,0,1,1,1,1,0,1
random,0.20,1,24,0,1,0,1,1,1,1,1
random,0.20,1,25,1,1,1,1,1,1,0,1
random,0.20,1,26,0,1,1,1,0,1,1,0
random,0.20,1,27,1,1,1,1,1,1,1,1
random,0.20,1,28,1,0,1,0,1,1,1,1
random,0.20,1,29,0,1,0,1,1,1,1,1
random,0.20,1,30,1,1,1,1,0,1,1,0
random,0.20,1,31,1,1,1,1,1,1,1,1
random,0.20,1,32,0,1,1,0,1,0,1,1
random,0.20,1,33,1,0,1,0,1,1,0,1
random,0.20,1,34,1,0,1,1,0,1,0,1
random,0.20,1,35,1,0,1,0,1,1,1,1
random,0.20,1,36,1,0,1,1,1,1,1,0
random,0.20,1,37,1,0,1,0,1,1,1,0
random,0.20,1,38,1,0,1,1,1,0,1,1
random,0.20,1,39,1,1,1,0,1,1,0,1
random,0.20,1,40,0,1,1,0,1,1,1,0
random,0.20,1,41,1,1,1,1,0,1,0,1
random,0.20,1,42,1,1,0,1,1,0,1,0
random,0.20,1,43,1,1,1,1,1,1,1,1
random,0.20,1,44,1,0,1,0,1,1,1,1
random,0.20,1,45,1,1,0,1,1,1,1,1
random,0.20,1,46,1,0,1,0,1,0,1,1
random,0.20,1,47,1,1,0,1,1,1,0,1
random,0.20,1,48,1,1,1,1,0,1,0,1
random,0.20,1,49,1,1,0,1,1,1,1,1
random,0.20,1,50,0,1,1,1,1,1,1,1
random,0.20,2,1,1,1,1,1,1,0,1,0
random,0.20,2,2,1,1,1,1,1,0,1,1
random,0.20,2,3,1,1,1,1,1,1,1,0
random,0.20,2,4,1,1,1,0,1,1,0,1
random,0.20,2,5,1,1,1,0,1,1,1,1
random,0.20,2,6,1,1,1,0,1,1,1,1
random,0.20,2,7,1,1,1,1,1,0,1,0
random,0.20,2,8,1,0,1,1,0,1,1,1
random,0.20,2,9,0,1,0,1,1,0,1,1
random,0.20,2,10,0,1,1,0,1,0,1,0
random,0.20,2,11,0,1,1,0,1,1,1,0
random,0.20,2,12,1,0,1,1,0,1,1,1
random,0.20,2,13,1,1,1,1,0,1,0,1
random,0.20,2,14,1,1,0,1,0,1,1,1
random,0.20,2,15,1,1,1,1,1,0,1,1
random,0.20,2,16,0,1,1,1,0,1,1,0
random,0.20,2,17,1,0,1,0,1,1,0,1
